folder,file,thermal_mean,thermal_sd,thermal_q05,thermal_q50,thermal_q95,gps_time,wx_rel_hum_pct,wx_vis_lux,ObjectEmissivity,ReflectedTemperature,gps_utc,alpha2,wx_pressure_hpa,alpha1,ExtOpticsTemperature,TSens,beta2,beta1,EstimatedTransmission,Date,FocusDistance,ExtOpticsTransmission,RelativeHumidity,B,wx_ir_lux,F,gps_latitude,R,wx_temp_air_c,X,AtmosphericTemperature,J0,J1,ObjectDistance,gps_num_satellites,wx_uv_lux,gps_longitude
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000014-infrared-data.npy,30705.6911764706,174.141519145305,30411.7,30710,31011.3,1466182933,19.92,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:13.000Z,0.0126200001686811,723.68,0.00656899996101856,293.149993896484,301.209777832031,-0.00667000003159046,-0.00227600010111928,0,160617-180213,2.3199999332428,1,20.0400009155273,1430.09997558594,7238,1,38.958995,0,26.28,1.89999997615814,299.429992675781,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986529667
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000015-infrared-data.npy,30707.1519607843,177.019387338431,30398.8,30716,31006.1,1466182934,19.86,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:14.000Z,0.0126200001686811,723.67,0.00656899996101856,293.149993896484,301.209167480469,-0.00667000003159046,-0.00227600010111928,0,160617-180214,2.3199999332428,1,19.9200000762939,1430.09997558594,7179,1,38.958994667,0,26.37,1.89999997615814,299.429992675781,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986529833
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000016-infrared-data.npy,30702.3088235294,171.655623055838,30415.7,30709.5,30996,1466182936,19.84,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:16.000Z,0.0126200001686811,723.67,0.00656899996101856,293.149993896484,301.208801269531,-0.00667000003159046,-0.00227600010111928,0,160617-180216,2.3199999332428,1,19.8600006103516,1430.09997558594,7298,1,38.958994,0,26.41,1.89999997615814,299.519989013672,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986529333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000017-infrared-data.npy,30718.2254901961,175.353374779491,30428.9,30730,31011.6,1466182937,19.82,4371,0.970000028610229,293.149993896484,2016-06-17T17:02:17.000Z,0.0126200001686811,723.71,0.00656899996101856,293.149993896484,301.207977294922,-0.00667000003159046,-0.00227600010111928,0,160617-180217,2.3199999332428,1,19.8400001525879,1430.09997558594,7173,1,38.958994667,0,26.48,1.89999997615814,299.559997558594,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986528667
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000018-infrared-data.npy,30727.1568627451,177.601826483864,30433.7,30734.5,31028,1466182938,19.76,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:18.000Z,0.0126200001686811,723.66,0.00656899996101856,293.149993896484,301.208587646484,-0.00667000003159046,-0.00227600010111928,0,160617-180218,2.3199999332428,1,19.8199996948242,1430.09997558594,7232,1,38.958995167,0,26.57,1.89999997615814,299.630004882812,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986528167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000019-infrared-data.npy,30723.3578431373,174.230763650458,30429.7,30727,31025.4,1466182940,19.72,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:20.000Z,0.0126200001686811,723.67,0.00656899996101856,293.149993896484,301.21044921875,-0.00667000003159046,-0.00227600010111928,0,160617-180220,2.3199999332428,1,19.7600002288818,1430.09997558594,7274,1,38.9589955,0,26.69,1.89999997615814,299.720001220703,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986528167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000020-infrared-data.npy,30731.4607843137,175.171874587996,30447.7,30737,31036.8,1466182941,19.67,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:21.000Z,0.0126200001686811,723.73,0.00656899996101856,293.149993896484,301.210815429688,-0.00667000003159046,-0.00227600010111928,0,160617-180221,2.3199999332428,1,19.7199993133545,1430.09997558594,7303,1,38.958995667,0,26.76,1.89999997615814,299.839996337891,4214,69.6244964599609,2.3199999332428,15,0.37,-106.9865285
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000021-infrared-data.npy,30744.8774509804,170.877450631607,30459.4,30742,31038,1466182943,19.59,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:23.000Z,0.0126200001686811,723.7,0.00656899996101856,293.149993896484,301.213714599609,-0.00667000003159046,-0.00227600010111928,0,160617-180223,2.3199999332428,1,19.6700000762939,1430.09997558594,7298,1,38.9589965,0,26.87,1.89999997615814,299.910003662109,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986529667
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000022-infrared-data.npy,30759.0147058824,164.469245719672,30495.3,30761,31033.3,1466182944,19.55,4628,0.970000028610229,293.149993896484,2016-06-17T17:02:24.000Z,0.0126200001686811,723.65,0.00656899996101856,293.149993896484,301.212646484375,-0.00667000003159046,-0.00227600010111928,0,160617-180224,2.3199999332428,1,19.5900001525879,1430.09997558594,7250,1,38.958996167,0,26.95,1.89999997615814,300.019989013672,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986529333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000023-infrared-data.npy,30763.2990196078,158.377717118988,30508,30764.5,31029.1,1466182945,19.5,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:25.000Z,0.0126200001686811,723.68,0.00656899996101856,293.149993896484,301.212188720703,-0.00667000003159046,-0.00227600010111928,0,160617-180225,2.3199999332428,1,19.5499992370605,1430.09997558594,7351,1,38.958995333,0,27.01,1.89999997615814,300.100006103516,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986529167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000024-infrared-data.npy,30772.8382352941,154.729633288392,30527.1,30773,31032.2,1466182947,19.47,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:27.000Z,0.0126200001686811,723.7,0.00656899996101856,293.149993896484,301.2119140625,-0.00667000003159046,-0.00227600010111928,0,160617-180227,2.3199999332428,1,19.5,1430.09997558594,7393,1,38.958992667,0,27.09,1.89999997615814,300.160003662109,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986529
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000025-infrared-data.npy,30775.7549019608,158.080788491638,30542,30768,31048.4,1466182949,19.52,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:29.000Z,0.0126200001686811,723.73,0.00656899996101856,293.149993896484,301.212249755859,-0.00667000003159046,-0.00227600010111928,0,160617-180229,2.3199999332428,1,19.4699993133545,1430.09997558594,7393,1,38.9589905,0,27.25,1.89999997615814,300.239990234375,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986528667
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000026-infrared-data.npy,30754.0637254902,159.195857490734,30527.2,30748,31043,1466182951,19.47,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:31.000Z,0.0126200001686811,723.73,0.00656899996101856,293.149993896484,301.214599609375,-0.00667000003159046,-0.00227600010111928,0,160617-180231,2.3199999332428,1,19.5200004577637,1430.09997558594,7393,1,38.958989667,0,27.25,1.89999997615814,300.399993896484,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986528
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000027-infrared-data.npy,30756.4803921569,160.193462495966,30518.7,30749.5,31040.7,1466182952,19.5,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:32.000Z,0.0126200001686811,723.7,0.00656899996101856,293.149993896484,301.214569091797,-0.00667000003159046,-0.00227600010111928,0,160617-180232,2.3199999332428,1,19.4699993133545,1430.09997558594,7393,1,38.958989,0,27.28,1.89999997615814,300.399993896484,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986528
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000028-infrared-data.npy,30735.7107843137,159.085872902082,30494.8,30732,31009.7,1466182953,19.59,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:33.000Z,0.0126200001686811,723.72,0.00656899996101856,293.149993896484,301.214569091797,-0.00667000003159046,-0.00227600010111928,0,160617-180233,2.3199999332428,1,19.5,1430.09997558594,7393,1,38.9589885,0,27.32,1.89999997615814,300.429992675781,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986528
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000029-infrared-data.npy,30753.0931372549,157.746464137059,30507.7,30741.5,31024.5,1466182955,19.65,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:35.000Z,0.0126200001686811,723.72,0.00656899996101856,293.149993896484,301.216705322266,-0.00667000003159046,-0.00227600010111928,0,160617-180235,2.3199999332428,1,19.5900001525879,1430.09997558594,7399,1,38.958987667,0,27.36,1.89999997615814,300.470001220703,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986527833
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000030-infrared-data.npy,30754.0392156863,163.937385714332,30500,30756,31033.8,1466182956,19.72,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:36.000Z,0.0126200001686811,723.77,0.00656899996101856,293.149993896484,301.217651367188,-0.00667000003159046,-0.00227600010111928,0,160617-180236,2.3199999332428,1,19.6499996185303,1430.09997558594,7387,1,38.958986,0,27.33,1.89999997615814,300.510009765625,4214,69.6244964599609,2.3199999332428,15,0.36,-106.9865275
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000031-infrared-data.npy,30753.6078431373,164.048392287379,30497.3,30747.5,31046,1466182958,19.81,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:38.000Z,0.0126200001686811,723.78,0.00656899996101856,293.149993896484,301.218353271484,-0.00667000003159046,-0.00227600010111928,0,160617-180237,2.3199999332428,1,19.7199993133545,1430.09997558594,7393,1,38.9589855,0,27.29,1.89999997615814,300.480010986328,4214,69.6244964599609,2.3199999332428,15,0.37,-106.9865265
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000032-infrared-data.npy,30741.5931372549,166.131694902547,30459.8,30744.5,31017.3,1466182959,19.94,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:39.000Z,0.0126200001686811,723.74,0.00656899996101856,293.149993896484,301.219635009766,-0.00667000003159046,-0.00227600010111928,0,160617-180239,2.3199999332428,1,19.8099994659424,1430.09997558594,7387,1,38.9589855,0,27.38,1.89999997615814,300.440002441406,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986526
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000033-infrared-data.npy,30723.2892156863,161.91425597231,30435.3,30720,30994.1,1466182960,20.06,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:40.000Z,0.0126200001686811,723.76,0.00656899996101856,293.149993896484,301.220397949219,-0.00667000003159046,-0.00227600010111928,0,160617-180240,2.3199999332428,1,19.9400005340576,1430.09997558594,7399,1,38.958985667,0,27.35,1.89999997615814,300.529998779297,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986525667
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000034-infrared-data.npy,30723.5245098039,171.233929200993,30442.2,30728.5,31007.1,1466182962,20.22,4628,0.970000028610229,293.149993896484,2016-06-17T17:02:42.000Z,0.0126200001686811,723.76,0.00656899996101856,293.149993896484,301.221893310547,-0.00667000003159046,-0.00227600010111928,0,160617-180242,2.3199999332428,1,20.0599994659424,1430.09997558594,7393,1,38.958985833,0,27.3,1.89999997615814,300.5,4214,69.6244964599609,2.3199999332428,15,0.37,-106.9865245
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000035-infrared-data.npy,30721.8774509804,171.676605362928,30439.4,30726,31000.5,1466182963,20.1,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:43.000Z,0.0126200001686811,723.66,0.00656899996101856,293.149993896484,301.223327636719,-0.00667000003159046,-0.00227600010111928,0,160617-180243,2.28900003433228,1,20.2199993133545,1430.09997558594,7387,1,38.958986167,0,27.05,1.89999997615814,300.450012207031,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986524333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000036-infrared-data.npy,30738.4068627451,168.744381119987,30462.2,30743,31021,1466182964,20.01,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:44.000Z,0.0126200001686811,723.64,0.00656899996101856,293.149993896484,301.224884033203,-0.00667000003159046,-0.00227600010111928,0,160617-180244,2.3199999332428,1,20.1000003814697,1430.09997558594,7387,1,38.958986333,0,27.05,1.89999997615814,300.200012207031,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986524333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000037-infrared-data.npy,30732.1029411765,162.461891525993,30469.2,30731,30999.3,1466182966,19.96,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:46.000Z,0.0126200001686811,723.66,0.00656899996101856,293.149993896484,301.225952148438,-0.00667000003159046,-0.00227600010111928,0,160617-180246,2.28900003433228,1,20.0100002288818,1430.09997558594,7393,1,38.958987167,0,27.07,1.89999997615814,300.200012207031,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986523333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000038-infrared-data.npy,30745.9901960784,166.408009179766,30469.8,30752.5,31017.6,1466182967,19.95,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:47.000Z,0.0126200001686811,723.69,0.00656899996101856,293.149993896484,301.228942871094,-0.00667000003159046,-0.00227600010111928,0,160617-180247,2.28900003433228,1,19.9599990844727,1430.09997558594,7387,1,38.958987,0,27.03,1.89999997615814,300.220001220703,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986523333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000039-infrared-data.npy,30750.4656862745,171.184697876917,30445.6,30754,31024.7,1466182969,19.96,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:49.000Z,0.0126200001686811,723.65,0.00656899996101856,293.149993896484,301.232055664062,-0.00667000003159046,-0.00227600010111928,0,160617-180248,2.28900003433228,1,19.9500007629395,1430.09997558594,7393,1,38.958985833,0,27.07,1.89999997615814,300.179992675781,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986523167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000040-infrared-data.npy,30731.8823529412,178.239712067719,30401.1,30744,31008,1466182970,20.1,4473,0.970000028610229,293.149993896484,2016-06-17T17:02:50.000Z,0.0126200001686811,723.72,0.00656899996101856,293.149993896484,301.23291015625,-0.00667000003159046,-0.00227600010111928,0,160617-180250,2.28900003433228,1,19.9599990844727,1430.09997558594,7393,1,38.958985833,0,27.23,1.89999997615814,300.220001220703,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986523333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000041-infrared-data.npy,30732.4558823529,181.307873083534,30397.5,30740,31019.6,1466182971,20.17,4628,0.970000028610229,293.149993896484,2016-06-17T17:02:51.000Z,0.0126200001686811,723.75,0.00656899996101856,293.149993896484,301.234008789062,-0.00667000003159046,-0.00227600010111928,0,160617-180251,2.28900003433228,1,20.1000003814697,1430.09997558594,7399,1,38.958985333,0,27.36,1.89999997615814,300.380004882812,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986523333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000042-infrared-data.npy,30741.5196078431,176.430018244562,30420,30750,31020.3,1466182973,20.26,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:53.000Z,0.0126200001686811,723.72,0.00656899996101856,293.149993896484,301.235015869141,-0.00667000003159046,-0.00227600010111928,0,160617-180253,2.28900003433228,1,20.1700000762939,1430.09997558594,7410,1,38.958983833,0,27.51,1.89999997615814,300.510009765625,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986523
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000043-infrared-data.npy,30751.7058823529,171.101248407505,30446.5,30757.5,31028.4,1466182974,20.22,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:54.000Z,0.0126200001686811,723.74,0.00656899996101856,293.149993896484,301.235229492188,-0.00667000003159046,-0.00227600010111928,0,160617-180254,2.28900003433228,1,20.2600002288818,1430.09997558594,7410,1,38.958983167,0,27.63,1.89999997615814,300.660003662109,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986522833
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000044-infrared-data.npy,30738.5539215686,163.287929183568,30458.8,30735.5,31004.8,1466182975,20.16,4525,0.970000028610229,293.149993896484,2016-06-17T17:02:55.000Z,0.0126200001686811,723.73,0.00656899996101856,293.149993896484,301.236114501953,-0.00667000003159046,-0.00227600010111928,0,160617-180255,2.28900003433228,1,20.2199993133545,1430.09997558594,7399,1,38.958981,0,27.77,1.89999997615814,300.779998779297,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986522167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000045-infrared-data.npy,30753.362745098,165.127255851176,30473,30753.5,31028.6,1466182977,20.13,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:57.000Z,0.0126200001686811,723.7,0.00656899996101856,293.149993896484,301.238861083984,-0.00667000003159046,-0.00227600010111928,0,160617-180257,2.28900003433228,1,20.1599998474121,1430.09997558594,7405,1,38.9589765,0,27.86,1.89999997615814,300.920013427734,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986521333
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000046-infrared-data.npy,30750.7450980392,166.846567448804,30458.4,30756,31030.5,1466182978,20.03,4576,0.970000028610229,293.149993896484,2016-06-17T17:02:58.000Z,0.0126200001686811,723.77,0.00656899996101856,293.149993896484,301.240692138672,-0.00667000003159046,-0.00227600010111928,0,160617-180258,2.28900003433228,1,20.1299991607666,1430.09997558594,7405,1,38.9589745,0,27.99,1.89999997615814,301.010009765625,4214,69.6244964599609,2.3199999332428,15,0.37,-106.9865205
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000047-infrared-data.npy,30760.4264705882,164.35681322804,30486.6,30758.5,31045.5,1466182980,19.76,4576,0.970000028610229,293.149993896484,2016-06-17T17:03:00.000Z,0.0126200001686811,723.76,0.00656899996101856,293.149993896484,301.242370605469,-0.00667000003159046,-0.00227600010111928,0,160617-180259,2.28900003433228,1,20.0300006866455,1430.09997558594,7405,1,38.958970333,0,27.99,1.89999997615814,301.140014648438,4214,69.6244964599609,2.3199999332428,15,0.36,-106.986520167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000048-infrared-data.npy,30763.4754901961,160.592543144293,30491.4,30759,31036.2,1466182981,19.64,4576,0.970000028610229,293.149993896484,2016-06-17T17:03:01.000Z,0.0126200001686811,723.71,0.00656899996101856,293.149993896484,301.244567871094,-0.00667000003159046,-0.00227600010111928,0,160617-180301,2.28900003433228,1,19.7600002288818,1430.09997558594,7405,1,38.958968833,0,28.05,1.89999997615814,301.140014648438,4214,69.6244964599609,2.3199999332428,15,0.37,-106.9865205
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000049-infrared-data.npy,30775.0588235294,156.203437107275,30531.9,30772,31045.6,1466182982,19.54,4576,0.970000028610229,293.149993896484,2016-06-17T17:03:02.000Z,0.0126200001686811,723.76,0.00656899996101856,293.149993896484,301.244567871094,-0.00667000003159046,-0.00227600010111928,0,160617-180302,2.28900003433228,1,19.6399993896484,1430.09997558594,7405,1,38.958967667,0,28.15,1.89999997615814,301.200012207031,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986521167
/Users/benjaminblonder/Desktop/thermal data/thermal_control_160617_180132/,160617_180132-000000-000050-infrared-data.npy,30777.4068627451,154.617488135721,30536.2,30772.5,31049.5,1466182985,19.33,4576,0.970000028610229,293.149993896484,2016-06-17T17:03:05.000Z,0.0126200001686811,723.76,0.00656899996101856,293.149993896484,301.247619628906,-0.00667000003159046,-0.00227600010111928,0,160617-180305,2.28900003433228,1,19.5400009155273,1430.09997558594,7416,1,38.958964333,0,28.43,1.89999997615814,301.299987792969,4214,69.6244964599609,2.3199999332428,15,0.37,-106.986521667
